# aLIGOZeroDetHighPower noise curve from pycbc
# Columns: f [Hz], PSD
1.999999999999999289e+01 4.295614257695998751e-46
2.047803355839261741e+01 3.883262108739285580e-46
2.096749292093271677e+01 3.513718228164062869e-46
2.146865118351100676e+01 3.182498850154123068e-46
2.198178796946818636e+01 2.880126867743783032e-46
2.250718958561203920e+01 2.614543966611146638e-46
2.304514918196342776e+01 2.372114560063095778e-46
2.359596691532055601e+01 2.155170502585085538e-46
2.415995011673283699e+01 1.960936421848462479e-46
2.473741346297734012e+01 1.784082755163435794e-46
2.532867915213417476e+01 1.625956980185866039e-46
2.593407708335816153e+01 1.482266568676072662e-46
2.655394504094748953e+01 1.353904816091892958e-46
2.718862888281180545e+01 1.239137492461325411e-46
2.783848273344515789e+01 1.134930128538470590e-46
2.850386918151116333e+01 1.040470502965065315e-46
2.918515948215095790e+01 9.561357470835292138e-47
2.988273376412640303e+01 8.797322030924402362e-47
3.059698124191464075e+01 8.114996412781482270e-47
3.132830043287189881e+01 7.496948954201411366e-47
3.207709937958782831e+01 6.937678170846969859e-47
3.284379587755474006e+01 6.432012741433469664e-47
3.362881770827817718e+01 5.980551488576292971e-47
3.443260287795941821e+01 5.567299806810546355e-47
3.525559986188298467e+01 5.198482893458040958e-47
3.609826785464509413e+01 4.865054514491053515e-47
3.696107702636341230e+01 4.560392545284464964e-47
3.784450878501023396e+01 4.288399269355341107e-47
3.874905604501618228e+01 4.042555501459501061e-47
3.967522350229393879e+01 3.818041551264217365e-47
4.062352791583514744e+01 3.615329151236163749e-47
4.159449839603856702e+01 3.432215181051643205e-47
4.258867669992929450e+01 3.266709501161945412e-47
4.360661753343433134e+01 3.115622573325289432e-47
4.464888886088301945e+01 2.979045946041466017e-47
4.571607222190525732e+01 2.854370438427165394e-47
4.680876305590383168e+01 2.741583097426302991e-47
4.792757103428237997e+01 2.638559315494744999e-47
4.907312040061404446e+01 2.544461618046305996e-47
5.024605031894083140e+01 2.459193619247115917e-47
5.144701523039773861e+01 2.381189363043735399e-47
5.267668521836103679e+01 2.309798942174515183e-47
5.393574638232409768e+01 2.244421134205164751e-47
5.522490122070935570e+01 2.184502077255961518e-47
5.654486902283019845e+01 2.129533428089485501e-47
5.789638627022161188e+01 2.079050154261648106e-47
5.928020704756301029e+01 2.032309041853823840e-47
6.069710346342291274e+01 1.989593506941756919e-47
6.214786608106017951e+01 1.949939442594162849e-47
6.363330435952208575e+01 1.913103891336993162e-47
6.515424710528525054e+01 1.879070934999045561e-47
6.671154293469183472e+01 1.847373767155782349e-47
6.830606074743845113e+01 1.817995380634058553e-47
6.993869021138253572e+01 1.790549028991190350e-47
7.161034225893585869e+01 1.764726897969965730e-47
7.332194959532350254e+01 1.740686844714436162e-47
7.507446721899034969e+01 1.718131897011704024e-47
7.686887295444657298e+01 1.696937326798950626e-47
7.870616799784880868e+01 1.676884627580561435e-47
8.058737747562180687e+01 1.657990769821645743e-47
8.251355101643186174e+01 1.640069826203928320e-47
8.448576333683168116e+01 1.623136730172874432e-47
8.650511484090282011e+01 1.607033731662399678e-47
8.857273223423078434e+01 1.591704022183909060e-47
9.068976915255510107e+01 1.577161635106469385e-47
9.285740680544518000e+01 1.563220781157180861e-47
9.507685463536115833e+01 1.549908571319502947e-47
9.734935099246710877e+01 1.537184504409409697e-47
9.967616382557417865e+01 1.524960884767620215e-47
1.020585913895975096e+02 1.513261232635641342e-47
1.044979629699228525e+02 1.502009638385919966e-47
1.069956396240875591e+02 1.491185938410482850e-47
1.095530149411873708e+02 1.480771489777426882e-47
1.121715158194362374e+02 1.470749127653420709e-47
1.148526032623091595e+02 1.461103104269037922e-47
1.175977731937161082e+02 1.451819015241578186e-47
1.204085572926582159e+02 1.442852749560879994e-47
1.232865238478347294e+02 1.434197725063887395e-47
1.262332786326766723e+02 1.425847812276182391e-47
1.292504658012938989e+02 1.417797339951893022e-47
1.323397688058388155e+02 1.410065446377679317e-47
1.355029113357944937e+02 1.402574281802054387e-47
